Time [s],AmbientAirTemperature [C],AcceleratorPedalPosition [%],VehicleAcceleration [m/s^2],TotalVehicleDistance [km],VehicleSpeed [kph],CruiseControlActive,MotorSpeed [rpm],RegenTorqueAvailable [Nm],TractionTorqueAvailable [Nm],BatteryMinVoltage [V],BatteryMaxVoltage [V],CommandedMotorTorque [Nm],BatteryVoltage [V],BatteryCurrent [A],BatterySOC [%],BatterySOH [%],BatteryMaxSOC [%],BatteryMinSOC [%],BrakePedalActive,BatteryMaxEnergy [kWh],BatteryEnergy_calc [kWh],MotorPower_calc [kW]
0,25.4375,0,1.139652,17831.51,25.664062,1,775,2645,2645,450,690,41.25,632,527,68,95,100,8,0,141,95.88,333.064
0.1,25.4375,0,1.099612,17831.51,25.624311,1,767,2645,2645,450,690,42.062815,632,527,68,95,100,8,0,141,95.88,333.064
0.2,25.4375,0,1.116387,17831.51,25.586272,1,773,2645,2645,450,690,43.001272,632,527,68,95,100,8,0,141,95.88,333.064
0.3,25.4375,0,1.195799,17831.51,25.619036,1,769,2645,2645,450,690,45.001914,632,527,68,95,100,8,0,141,95.88,333.064
0.4,25.4375,0,1.22387,17831.51,25.623257,1,770,2645,2645,450,690,46.062223,632,527,68,95,100,8,0,141,95.88,333.064
0.5,25.4375,0,1.134186,17831.51428,25.610306,1,771,2645,2645,450,690,46.125,632,527,68,95,100,8,0,141,95.88,333.064
0.6,25.4375,0,1.119632,17831.515,25.614162,1,769,2645,2645,450,690,46.437295,632,527,68,95,100,8,0,141,95.88,333.064
0.7,25.4375,0,1.099612,17831.515,25.590501,1,771,2645,2645,450,690,46.438607,632,527,68,95,100,8,0,141,95.88,333.064
0.8,25.4375,0,1.083413,17831.515,25.558577,1,767,2645,2645,450,690,47.690433,632,527,68,95,100,8,0,141,95.88,333.064
0.9,25.4375,0,1.106469,17831.515,25.556844,1,773,2645,2645,450,690,48.751066,632,527,68,95,100,8,0,141,95.88,333.064
1,25.4375,0,1.033411,17831.515102,25.574219,1,763,2645,2645,450,690,49.5,632,527,68,95,100,8,0,141,95.88,333.064
1.1,25.4375,0,1.009769,17831.517194,25.574219,1,775,2645,2645,450,690,50.313358,632,527,68,95,100,8,0,141,95.88,333.064
1.2,25.4375,0,1.089847,17831.519286,25.558654,1,764,2645,2645,450,690,51,632,527,68,95,100,8,0,141,95.88,333.064
1.3,25.4375,0,1.099612,17831.52,25.546079,1,771,2645,2645,450,690,51.313763,632,528,68,95,100,8,0,141,95.88,333.696
1.4,25.4375,0,1.059573,17831.52,25.559914,1,764,2645,2645,450,690,52.502231,632,528,68,95,100,8,0,141,95.88,333.696
1.5,25.4375,0,1.139652,17831.520498,25.582069,1,773,2645,2645,450,690,53.564286,631,528,68,95,100,8,0,141,95.88,333.168
1.6,25.4375,0,1.119632,17831.522613,25.585777,1,768,2645,2645,450,690,52.934859,631,528,68,95,100,8,0,141,95.88,333.168
