Time [s],AmbientAirTemperature [C],AcceleratorPedalPosition [%],VehicleAcceleration [m/s^2],TotalVehicleDistance [km],VehicleSpeed [kph],CruiseControlActive,MotorSpeed [rpm],RegenTorqueAvailable [Nm],TractionTorqueAvailable [Nm],BatteryMinVoltage [V],BatteryMaxVoltage [V],CommandedMotorTorque [Nm],BatteryVoltage [V],BatteryCurrent [A],BatterySOC [%],BatterySOH [%],BatteryMaxSOC [%],BatteryMinSOC [%],BrakePedalActive,BatteryMaxEnergy [kWh],BatteryEnergy_calc [kWh],MotorPower_calc [kW]
0,25.625,0,0.859867,17827.995,39.160156,1,1187,1834.375,1794.375,450,690,131.625,630,549,69,95,100,8,0,141,97.29,345.87
0.1,25.625,0,0.879886,17827.995,39.166154,1,1188,1815.538427,1775.538427,450,690,131.483999,630,549,69,95,100,8,0,141,97.29,345.87
0.2,25.625,0,0.859867,17827.995656,39.205744,1,1170,1839.492733,1799.742733,450,690,130.342034,630,549,69,95,100,8,0,141,97.29,345.87
0.3,25.625,0,0.879806,17827.999215,39.18651,1,1187,1825.383704,1786.015545,450,690,128.702795,630,549,69,95,100,8,0,141,97.29,345.87
0.4,25.625,0,0.938004,17828,39.123558,1,1171,1838.175893,1798.743025,450,690,129.957429,630,549,69,95,100,8,0,141,97.29,345.87
0.5,25.625,0,1.029617,17828,39.18931,1,1185,1828.750213,1789.108158,450,690,130.375,630,549,69,95,100,8,0,141,97.29,345.87
0.6,25.625,0,1.029788,17828,39.157713,1,1180,1831.375,1791.625,450,690,130.875,630,549,69,95,100,8,0,141,97.29,345.87
0.7,25.625,0,1.097799,17828.000799,39.128484,1,1184,1820.502825,1780.552542,450,690,131.816994,630,549,69,95,100,8,0,141,97.29,345.87
0.8,25.625,0,1.029897,17828.002876,39.159939,1,1178,1839.625,1798.875,450,690,133.906817,630,549,69,95,100,8,0,141,97.29,345.87
0.9,25.625,0,0.989749,17828.004953,39.182442,1,1188,1820.334553,1779.709553,450,690,133.591176,630,549,69,95,100,8,0,141,97.29,345.87
1,25.625,0,1.029792,17828.007035,39.176864,1,1172,1832.255837,1791.718047,450,690,133.25,630,549,69,95,100,8,0,141,97.29,345.87
1.1,25.625,0,1.0596,17828.009117,39.21676,1,1183,1838.525019,1797.904563,450,690,133.21739,630,549,69,95,100,8,0,141,97.29,345.87
1.2,25.625,0,1.037798,17828.01,39.25029,1,1184,1819.474639,1779.407912,450,690,131.198369,630,549,69,95,100,8,0,141,97.29,345.87
1.3,25.625,0,1.029788,17828.01,39.21724,1,1178,1832.148331,1792.381386,450,690,130.732742,630,549,69,95,100,8,0,141,97.29,345.87
1.4,25.625,0,1.001759,17828.010386,39.231812,1,1179,1829.57836,1789.95336,450,690,130.534938,630,550,69,95,100,8,0,141,97.29,346.5
1.5,25.625,0,0.939945,17828.012477,39.240754,1,1185,1829.443529,1789.693529,450,690,130.449812,630,550,69,95,100,8,0,141,97.29,346.5
1.6,25.625,0,0.939945,17828.014568,39.157121,1,1176,1825.932174,1786.302652,450,690,131.12316,630,550,69,95,100,8,0,141,97.29,346.5
1.7,25.625,0,0.889652,17828.015,39.187791,1,1181,1838.293009,1797.501439,450,690,134.691703,630,550,69,95,100,8,0,141,97.29,346.5
1.8,25.625,0,0.907939,17828.015,39.174312,1,1182,1823.625,1782,450,690,137.017533,630,550,69,95,100,8,0,141,97.29,346.5
1.9,25.625,0,0.880204,17828.015802,39.195624,1,1178,1839.453987,1797.821318,450,690,137.142813,630,550,69,95,100,8,0,141,97.29,346.5
2,25.625,0,0.849701,17828.017879,39.177633,1,1185,1825.282607,1783.649455,450,690,136.732939,630,550,69,95,100,8,0,141,97.29,346.5
2.1,25.625,0,0.819827,17828.019957,39.154949,1,1184,1823.5,1781.375,450,690,138.964372,630,550,69,95,100,8,0,141,97.29,346.5
2.2,25.625,0,0.809574,17828.02,39.262652,1,1175,1839.817936,1797.5,450,690,138.414571,630,550,69,95,100,8,0,141,97.29,346.5
2.3,25.625,0,0.749898,17828.02,39.217409,1,1187,1824.069108,1782.644529,450,690,135.840844,630,550,69,95,100,8,0,141,97.29,346.5
2.4,25.625,0,0.729984,17828.021195,39.12964,1,1178,1831.227695,1789.727695,450,690,136.733649,630,550,69,95,100,8,0,141,97.29,346.5
2.5,25.625,0,0.739469,17828.023288,39.133075,1,1181,1833.624188,1791,450,690,141.003263,630,550,69,95,100,8,0,141,97.29,346.5
2.6,25.625,0,0.731618,17828.025,39.219534,1,1184,1830.037703,1786.412703,450,690,143.106702,630,550,69,95,100,8,0,141,97.29,346.5
2.7,25.625,0,0.750003,17828.025,39.227758,1,1182,1826.437053,1783.443948,450,690,140.911705,630,550,69,95,100,8,0,141,97.29,346.5
2.8,25.625,0,0.662192,17828.025,39.244572,1,1178,1835.532983,1793.032983,450,690,139.64329,630,550,69,95,100,8,0,141,97.29,346.5
2.9,25.625,0,0.589847,17828.026651,39.257011,1,1184,1829.74272,1787.36772,450,690,138.645166,630,550,69,95,100,8,0,141,97.29,346.5
3,25.625,0,0.619632,17828.028728,39.138403,1,1178,1829.511067,1787.328052,450,690,139.006857,630,550,69,95,100,8,0,141,97.29,346.5
3.1,25.625,0,0.611414,17828.03,39.210991,1,1184,1832.671839,1789.346312,450,690,142.324637,630,550,69,95,100,8,0,141,97.29,346.5
3.2,25.625,0,0.570508,17828.03,39.264712,1,1185,1824.75,1781,450,690,143.302689,630,550,69,95,100,8,0,141,97.29,346.5
3.3,25.625,0,0.559463,17828.03,39.302665,1,1178,1833.83159,1790.997908,450,690,140.443573,630,550,69,95,100,8,0,141,97.29,346.5
3.4,25.625,0,0.539554,17828.031804,39.277698,1,1181,1831.163173,1788.875,450,690,138.176763,630,550,69,95,100,8,0,141,97.29,346.5
3.5,25.625,0,0.549713,17828.034072,39.170396,1,1188,1825.596364,1783.332046,450,690,139.754742,630,550,69,95,100,8,0,141,97.29,346.5
3.6,25.625,0,0.616511,17828.035,39.235696,1,1176,1832.568816,1789.068816,450,690,143.181003,630,550,69,95,100,8,0,141,97.29,346.5
3.7,25.625,0,0.589956,17828.035,39.264141,1,1188,1828.270212,1784.753324,450,690,142.547704,630,550,69,95,100,8,0,141,97.29,346.5
3.8,25.625,0,0.549808,17828.035392,39.220268,1,1184,1823.660806,1780.60212,450,690,141.788283,630,550,69,95,100,8,0,141,97.29,346.5
3.9,25.625,0,0.519512,17828.037483,39.272792,1,1179,1834.549502,1790.924502,450,690,143.518505,630,550,69,95,100,8,0,141,97.29,346.5
4,25.625,0,0.519535,17828.039575,39.258106,1,1185,1832.405014,1789.150726,450,690,141.401923,630,550,69,95,100,8,0,141,97.29,346.5
4.1,25.625,0,0.569828,17828.04,39.154213,1,1185,1821.416869,1778.375,450,690,142.664467,630,550,69,95,100,8,0,141,97.29,346.5
4.2,25.625,0,0.579593,17828.04,39.2602,1,1182,1833.100516,1788.513101,450,690,146.789662,630,550,69,95,100,8,0,141,97.29,346.5
4.3,25.625,0,0.521083,17828.04,39.320643,1,1186,1827.367813,1782.75,450,690,145.988604,630,550,69,95,100,8,0,141,97.29,346.5
4.4,25.625,0,0.480041,17828.042189,39.314612,1,1185,1820.39084,1776.872176,450,690,142.317677,630,550,69,95,100,8,0,141,97.29,346.5
4.5,25.625,0,0.46973,17828.044937,39.362027,1,1181,1832.625,1789.875,450,690,140.729956,630,550,69,95,100,8,0,141,97.29,346.5
4.6,25.625,0,0.429691,17828.047048,39.355855,1,1193,1820.318006,1777.846805,450,690,139.049561,630,550,69,95,100,8,0,141,97.29,346.5
4.7,25.625,0,0.479984,17828.049144,39.298312,1,1176,1826.738739,1784.413141,450,690,139.076934,630,550,69,95,100,8,0,141,97.29,346.5
4.8,25.625,0,0.519569,17828.05,39.335404,1,1189,1827.223828,1784.603125,450,690,139.980233,630,550,69,95,100,8,0,141,97.29,346.5
4.9,25.625,0,0.51981,17828.05,39.305403,1,1190,1817.416467,1774.75,450,690,140.934746,630,550,69,95,100,8,0,141,97.29,346.5
5,25.625,0,0.467895,17828.050399,39.361574,1,1180,1826.025723,1782.824484,450,690,141.604884,630,550,69,95,100,8,0,141,97.29,346.5
5.1,25.625,0,0.409634,17828.052494,39.383278,1,1187,1827.298724,1784.548724,450,690,140.691548,630,550,69,95,100,8,0,141,97.29,346.5
5.2,25.625,0,0.379886,17828.05459,39.383932,1,1191,1813.375,1771.191386,450,690,138.209319,630,550,69,95,100,8,0,141,97.29,346.5
5.3,25.625,0,0.379886,17828.055,39.396584,1,1182,1826.61594,1784.49094,450,690,138.394489,630,550,69,95,100,8,0,141,97.29,346.5
5.4,25.625,0,0.387881,17828.055,39.457957,1,1190,1821.825016,1780.075016,450,690,137.29317,630,550,69,95,100,8,0,141,97.29,346.5
5.5,25.625,0,0.419925,17828.055811,39.394446,1,1188,1814.828619,1773.578619,450,690,134.979069,630,550,69,95,100,8,0,141,97.29,346.5
5.6,25.625,0,0.399958,17828.057883,39.343063,1,1187,1824.404437,1782.900231,450,690,137.515185,630,550,69,95,100,8,0,141,97.29,346.5
5.7,25.625,0,0.369528,17828.059955,39.423663,1,1190,1818.832473,1776.457473,450,690,139.5,630,550,69,95,100,8,0,141,97.29,346.5
5.8,25.625,0,0.36974,17828.06,39.424623,1,1190,1816.162542,1773.912542,450,690,138.315276,630,550,69,95,100,8,0,141,97.29,346.5
5.9,25.625,0,0.409671,17828.06,39.43911,1,1189,1819.131924,1777.381924,450,690,137.395208,630,550,69,95,100,8,0,141,97.29,346.5
6,25.625,0,0.389652,17828.061236,39.52022,1,1194,1813.347479,1771.656093,450,690,136.646935,630,550,69,95,100,8,0,141,97.29,346.5
6.1,25.625,0,0.460085,17828.063318,39.554861,1,1179,1821.275604,1780.633966,450,690,132.895632,630,550,69,95,100,8,0,141,97.29,346.5
6.2,25.625,0,0.559574,17828.065,39.54722,1,1197,1816.999683,1777.306155,450,690,129.747007,630,549,69,95,100,8,0,141,97.29,345.87
6.3,25.625,0,0.55974,17828.065,39.448871,1,1191,1806.997464,1767.997464,450,690,128.70678,630,549,69,95,100,8,0,141,97.29,345.87
6.4,25.625,0,0.510621,17828.065,39.478517,1,1193,1811.25,1771,450,690,133.127265,630,549,69,95,100,8,0,141,97.29,345.87
6.5,25.625,0,0.508443,17828.066653,39.587279,1,1189,1816.459165,1775.709165,450,690,133.521658,630,549,69,95,100,8,0,141,97.29,345.87
6.6,25.625,0,0.549808,17828.068735,39.554936,1,1197,1804.091664,1764.591664,450,690,128.892541,630,549,69,95,100,8,0,141,97.29,345.87
6.7,25.625,0,0.579593,17828.07,39.486605,1,1186,1816.698058,1777.681823,450,690,128.87953,630,548,69,95,100,8,0,141,97.29,345.24
6.8,25.625,0,0.589674,17828.07,39.522793,1,1194,1812.498662,1772.569995,450,690,131.645892,630,548,69,95,100,8,0,141,97.29,345.24
6.9,25.625,0,0.619901,17828.07,39.575094,1,1195,1804.48332,1764.591641,450,690,131.5,630,548,69,95,100,8,0,141,97.29,345.24
7,25.625,0,0.639439,17828.072054,39.645265,1,1192,1812.86844,1773.175454,450,690,129.601695,630,548,69,95,100,8,0,141,97.29,345.24
7.1,25.625,0,0.559362,17828.074151,39.621562,1,1197,1803.269663,1764.670997,450,690,126.583768,630,548,69,95,100,8,0,141,97.29,345.24
7.2,25.625,0,0.541223,17828.075,39.600695,1,1188,1810.688324,1772.188324,450,690,125.977941,630,548,69,95,100,8,0,141,97.29,345.24
7.3,25.625,0,0.589847,17828.075,39.535992,1,1191,1814.625,1776.041623,450,690,126.859852,630,548,69,95,100,8,0,141,97.29,345.24
7.4,25.625,0,0.559574,17828.075392,39.543559,1,1196,1808.640675,1769.178628,450,690,129.816578,630,549,69,95,100,8,0,141,97.29,345.87
7.5,25.625,0,0.629886,17828.077493,39.587115,1,1191,1806.119517,1766.362047,450,690,130.896908,630,549,69,95,100,8,0,141,97.29,345.87
7.6,25.625,0,0.619632,17828.079594,39.653054,1,1194,1812.714274,1772.964274,450,690,130.535392,630,549,69,95,100,8,0,141,97.29,345.87
7.7,25.625,0,0.589847,17828.08,39.655321,1,1197,1801.375,1762.625,450,690,126.121479,630,549,69,95,100,8,0,141,97.29,345.87
7.8,25.625,0,0.518358,17828.08,39.633904,1,1195,1807.419827,1769.449137,450,690,125.169204,630,549,69,95,100,8,0,141,97.29,345.87
7.9,25.625,0,0.49105,17828.080817,39.70377,1,1188,1811.079712,1773.079712,450,690,124.910786,630,549,69,95,100,8,0,141,97.29,345.87
8,25.625,0,0.509769,17828.082889,39.654545,1,1203,1799.179263,1762.054263,450,690,121.956108,630,549,69,95,100,8,0,141,97.29,345.87
8.1,25.625,0,0.530155,17828.08496,39.636829,1,1188,1808.253824,1770.670172,450,690,124.257292,630,549,69,95,100,8,0,141,97.29,345.87
8.2,25.625,0,0.589473,17828.085,39.69146,1,1200,1806.656176,1768.656176,450,690,124.764703,630,548,69,95,100,8,0,141,97.29,345.24
8.3,25.625,0,0.559239,17828.085,39.626854,1,1195,1796.997875,1759.489683,450,690,123.588704,630,548,69,95,100,8,0,141,97.29,345.24
8.4,25.625,0,0.569828,17828.09,39.664788,1,1194,1810.373939,1772.427662,450,690,125.375,630,548,69,95,100,8,0,141,97.29,345.24
8.5,25.625,0,0.51964,17828.09,39.648718,1,1196,1802.625,1764.75,450,690,124.976962,630,548,69,95,100,8,0,141,97.29,345.24
8.6,25.625,0,0.531298,17828.090387,39.642617,1,1193,1808.278734,1770.221266,450,690,125.944654,630,548,69,95,100,8,0,141,97.29,345.24
8.7,25.625,0,0.501576,17828.092492,39.638127,1,1194,1804.780302,1766.204545,450,690,126.5,630,547,69,95,100,8,0,141,97.29,344.61
8.8,25.625,0,0.471322,17828.094597,39.603197,1,1197,1808.282581,1769.407581,450,690,128.615706,630,547,69,95,100,8,0,141,97.29,344.61
8.9,25.625,0,0.527236,17828.095,39.684286,1,1194,1800.876219,1761.251219,450,690,130.205709,630,547,69,95,100,8,0,141,97.29,344.61
9,25.625,0,0.561094,17828.095,39.726924,1,1198,1809.722599,1770.722599,450,690,127.632424,630,547,69,95,100,8,0,141,97.29,344.61
9.1,25.625,0,0.479984,17828.09582,39.724783,1,1204,1789.74244,1751.75,450,690,124.632856,630,547,69,95,100,8,0,141,97.29,344.61
9.2,25.625,0,0.479842,17828.097892,39.706698,1,1191,1802.6212,1765.067809,450,690,123.375,630,547,69,95,100,8,0,141,97.29,344.61
9.3,25.625,0,0.488696,17828.099964,39.715097,1,1186,1818.367997,1780.867997,450,690,123.203058,630,547,69,95,100,8,0,141,97.29,344.61
9.4,25.625,0,0.439945,17828.1,39.686828,1,1208,1790.631047,1753.256047,450,690,123.046198,630,547,69,95,100,8,0,141,97.29,344.61
9.5,25.625,0,0.421427,17828.1,39.67505,1,1190,1810.937626,1773.236724,450,690,124.319883,630,547,69,95,100,8,0,141,97.29,344.61
9.6,25.625,0,0.349613,17828.101252,39.686732,1,1210,1790.581719,1752.206719,450,690,126.297433,630,547,69,95,100,8,0,141,97.29,344.61
9.7,25.625,0,0.359827,17828.103324,39.7102,1,1194,1800.279869,1761.654869,450,690,126.451754,630,547,69,95,100,8,0,141,97.29,344.61
9.8,25.625,0,0.312482,17828.105,39.72172,1,1199,1805.44344,1767.44344,450,690,125.476046,630,547,69,95,100,8,0,141,97.29,344.61
9.9,25.625,0,0.231578,17828.105,39.742207,1,1200,1800.491687,1762.625,450,690,124.453533,630,547,69,95,100,8,0,141,97.29,344.61
10,25.625,0,0.21973,17828.105,39.736809,1,1194,1798.72816,1761.03702,450,690,124,630,547,69,95,100,8,0,141,97.29,344.61
10.1,25.625,0,0.142744,17828.106679,39.747654,1,1200,1805.49075,1767.86575,450,690,123.601819,630,547,69,95,100,8,0,141,97.29,344.61
10.2,25.633165,0,0.041357,17828.108752,39.746971,1,1204,1790.375,1752.875,450,690,123.25,630,547,69,95,100,8,0,141,97.29,344.61
10.3,25.646198,0,0.089057,17828.11,39.762059,1,1193,1802.88712,1765.38712,450,690,123.625,630,547,69,95,100,8,0,141,97.29,344.61
10.4,25.65625,0,0.099613,17828.11,39.786828,1,1201,1800.80563,1763.426657,450,690,122.678078,630,546,69,95,100,8,0,141,97.29,343.98
10.5,25.65625,0,0.079593,17828.11,39.777344,1,1201,1791.618465,1754.827887,450,690,121.099908,630,546,69,95,100,8,0,141,97.29,343.98
10.6,25.65625,0,0.009769,17828.11207,39.762014,1,1197,1803.5,1766.75,450,690,121.023474,630,546,69,95,100,8,0,141,97.29,343.98
10.7,25.65625,0,4e-06,17828.11417,39.750541,1,1197,1799.561024,1762.678396,450,690,121.923912,630,546,69,95,100,8,0,141,97.29,343.98
10.8,25.65625,0,0.019535,17828.115,39.758749,1,1204,1796.588342,1759.463342,450,690,122.25,630,546,69,95,100,8,0,141,97.29,343.98
10.9,25.65625,0,0.079593,17828.115,39.731253,1,1196,1799.362923,1762.254303,450,690,122.699512,630,546,69,95,100,8,0,141,97.29,343.98
11,25.65625,0,0.031045,17828.115405,39.766947,1,1203,1797.543747,1759.639282,450,690,125.550596,630,546,69,95,100,8,0,141,97.29,343.98
11.1,25.65625,0,0.061038,17828.117505,39.821675,1,1201,1793.924078,1756.125,450,690,124.028176,630,546,69,95,100,8,0,141,97.29,343.98
11.2,25.65625,0,0.060351,17828.119604,39.760487,1,1198,1800.153813,1762.778813,450,690,122.625,630,547,69,95,100,8,0,141,97.29,344.61
11.3,25.65625,0,0.000945,17828.12,39.706231,1,1204,1794.001248,1756.459789,450,690,123.721829,630,547,69,95,100,8,0,141,97.29,344.61
11.4,25.65625,0,0.028219,17828.12,39.723986,1,1186,1802.942583,1764.480348,450,690,126.602077,630,547,69,95,100,8,0,141,97.29,344.61
11.5,25.65625,0,0.059574,17828.120837,39.755149,1,1208,1801.322331,1762.580738,450,690,127.297085,630,547,69,95,100,8,0,141,97.29,344.61
11.6,25.65625,0,0.079593,17828.122904,39.683801,1,1201,1789.825764,1751.266781,450,690,126.674463,630,547,69,95,100,8,0,141,97.29,344.61
11.7,25.65625,0,0.058844,17828.124972,39.725832,1,1204,1794.148185,1754.78965,450,690,129.7284,630,548,69,95,100,8,0,141,97.29,345.24
