Time [s],AmbientAirTemperature [C],AcceleratorPedalPosition [%],VehicleAcceleration [m/s^2],TotalVehicleDistance [km],VehicleSpeed [kph],CruiseControlActive,MotorSpeed [rpm],RegenTorqueAvailable [Nm],TractionTorqueAvailable [Nm],BatteryMinVoltage [V],BatteryMaxVoltage [V],CommandedMotorTorque [Nm],BatteryVoltage [V],BatteryCurrent [A],BatterySOC [%],BatterySOH [%],BatteryMaxSOC [%],BatteryMinSOC [%],BrakePedalActive,BatteryMaxEnergy [kWh],BatteryEnergy_calc [kWh],MotorPower_calc [kW]
0,25.40625,0,-0.059567,17833.34,67.5,1,2054,1166.25,1015.25,450,690,547,608,732,66,95,100,8,0,141,93.06,445.056
0.1,25.40625,0,-0.059567,17833.34,67.553775,1,2046,1162.789456,1012.279592,450,690,544.07901,608,732,66,95,100,8,0,141,93.06,445.056
0.2,25.40625,0,-0.087208,17833.34,67.634696,1,2056,1165.176183,1014.288387,450,690,542.703426,608,732,66,95,100,8,0,141,93.06,445.056
0.3,25.40625,0,-0.032269,17833.341755,67.8084,1,2055,1158.713197,1008.838197,450,690,540.443006,608,732,66,95,100,8,0,141,93.06,445.056
0.4,25.40625,0,0.019535,17833.343832,67.875959,1,2062,1161.540105,1011.217579,450,690,537.596121,608,732,66,95,100,8,0,141,93.06,445.056
0.5,25.40625,0,0.002986,17833.345914,67.9836,1,2057,1155.580226,1006.06017,450,690,534.884029,608,732,66,95,100,8,0,141,93.06,445.056
0.6,25.40625,0,-0.009762,17833.348004,68.10571,1,2069,1157.736702,1007.917173,450,690,531.841422,608,732,66,95,100,8,0,141,93.06,445.056
0.7,25.40625,0,-0.012757,17833.350092,68.186932,1,2067,1152.201492,1003.100746,450,690,529.134635,608,732,66,95,100,8,0,141,93.06,445.056
0.8,25.40625,0,0.031551,17833.352155,68.37613,1,2076,1153.937665,1004.711082,450,690,528.261599,608,732,66,95,100,8,0,141,93.06,445.056
0.9,25.40625,0,0.002516,17833.354217,68.488274,1,2077,1147.25,998.933278,450,690,523.617237,608,731,66,95,100,8,0,141,93.06,444.448
1,25.40625,0,0.049808,17833.356302,68.538397,1,2075,1154.125,1004.625,450,690,518.404071,608,730,66,95,100,8,0,141,93.06,443.84
1.1,25.40625,0,0.025803,17833.358399,68.630942,1,2086,1142.875,995.125,450,690,514.883266,608,730,66,95,100,8,0,141,93.06,443.84
1.2,25.40625,0,0.037051,17833.360097,68.714668,1,2080,1150.019023,1001.358017,450,690,514.691785,608,729,66,95,100,8,0,141,93.06,443.232
1.3,25.40625,0,0.022131,17833.362373,68.789247,1,2089,1140.019953,992.894953,450,690,513.38444,608,729,66,95,100,8,0,141,93.06,443.232
1.4,25.40625,0,0.009769,17833.364648,68.904212,1,2089,1146.278278,998.208709,450,690,512.316516,608,728,66,95,100,8,0,141,93.06,442.624
1.5,25.40625,0,0.016103,17833.366761,69.024845,1,2095,1137.153382,990.427537,450,690,511.209441,608,727,66,95,100,8,0,141,93.06,442.016
1.6,25.40625,0,0.067221,17833.368844,69.143956,1,2092,1142.601514,994.851514,450,690,507.33387,608,727,66,95,100,8,0,141,93.06,442.016
1.7,25.40625,0,0.029789,17833.370928,69.147847,1,2104,1137.169948,990.294948,450,690,504.525279,608,726,66,95,100,8,0,141,93.06,441.408
1.8,25.40625,0,0.079593,17833.373012,69.220376,1,2093,1138.369793,991.369793,450,690,502.991451,608,726,66,95,100,8,0,141,93.06,441.408
1.9,25.40625,0,0.079593,17833.375096,69.412283,1,2109,1135.029134,988.573307,450,690,502.815833,608,725,66,95,100,8,0,141,93.06,440.8
2,25.40625,0,0.144833,17833.377158,69.496925,1,2105,1131.677557,985.588778,450,690,500.412074,608,724,66,95,100,8,0,141,93.06,440.192
2.1,25.40625,0,0.112309,17833.37922,69.570454,1,2106,1133.334481,986.96961,450,690,496.830988,608,724,66,95,100,8,0,141,93.06,440.192
2.2,25.40625,0,0.119633,17833.380123,69.617188,1,2114,1133.039409,986.720341,450,690,493.141709,608,723,66,95,100,8,0,141,93.06,439.584
2.3,25.40625,0,0.119633,17833.382892,69.645918,1,2113,1126.901395,981.526395,450,690,492.434442,609,723,66,95,100,8,0,141,93.06,440.307
2.4,25.40625,0,0.13717,17833.3855,69.807143,1,2114,1131.702911,985.726455,450,690,493.494246,609,722,66,95,100,8,0,141,93.06,439.698
2.5,25.40625,0,0.097209,17833.387592,69.940928,1,2128,1121.530366,977.030366,450,690,491.710044,609,721,66,95,100,8,0,141,93.06,439.089
2.6,25.40625,0,0.229984,17833.389685,70.052863,1,2101,1128.350749,982.729578,450,690,487.526964,609,721,66,95,100,8,0,141,93.06,439.089
2.7,25.40625,0,0.126523,17833.391768,70.141848,1,2128,1127.724093,982.063184,450,690,481.908665,609,720,66,95,100,8,0,141,93.06,438.48
2.8,25.40625,0,0.126297,17833.393849,70.098586,1,2122,1120.715133,976.125741,450,690,478.631842,609,720,66,95,100,8,0,141,93.06,438.48
2.9,25.40625,0,0.169925,17833.395931,70.150852,1,2136,1121.877846,977.283384,450,690,481.10725,609,719,66,95,100,8,0,141,93.06,437.871
3,25.4137,0,0.199711,17833.398015,70.323699,1,2130,1117.708769,973.903141,450,690,482.61942,609,719,66,95,100,8,0,141,93.06,437.871
3.1,25.439677,0,0.122629,17833.4,70.481185,1,2139,1119.546574,975.296574,450,690,481.329249,609,718,66,95,100,8,0,141,93.06,437.262
3.2,25.465654,0,0.096141,17833.400138,70.603185,1,2136,1116.047219,972.14861,450,690,475.290203,609,718,66,95,100,8,0,141,93.06,437.262
3.3,25.46875,0,0.097241,17833.403668,70.618036,1,2135,1118.375,973.921553,450,690,468.148448,610,717,66,95,100,8,0,141,93.06,437.37
3.4,25.46875,0,0.119633,17833.405,70.623858,1,2136,1114.995105,971.246329,450,690,466.559068,610,717,66,95,100,8,0,141,93.06,437.37
3.5,25.46875,0,0.049808,17833.405,70.689022,1,2154,1113.924375,970.593653,450,690,468.178936,610,716,66,95,100,8,0,141,93.06,436.76
3.6,25.46875,0,0.062804,17833.406006,70.778179,1,2137,1110.501238,967.733115,450,690,471.060762,610,716,66,95,100,8,0,141,93.06,436.76
3.7,25.46875,0,0.046377,17833.410204,70.9356,1,2154,1112.992795,969.752965,450,690,470.452159,610,715,66,95,100,8,0,141,93.06,436.15
3.8,25.46875,0,-0.11626,17833.414403,71.055351,1,2146,1110.974065,967.737032,450,690,464.5181,610,715,66,95,100,8,0,141,93.06,436.15
3.9,25.46875,0,-0.124716,17833.415,71.072296,1,2163,1106.21237,963.563773,450,690,460.764973,610,714,66,95,100,8,0,141,93.06,435.54
