Time [s],AmbientAirTemperature [C],AcceleratorPedalPosition [%],VehicleAcceleration [m/s^2],TotalVehicleDistance [km],VehicleSpeed [kph],CruiseControlActive,MotorSpeed [rpm],RegenTorqueAvailable [Nm],TractionTorqueAvailable [Nm],BatteryMinVoltage [V],BatteryMaxVoltage [V],CommandedMotorTorque [Nm],BatteryVoltage [V],BatteryCurrent [A],BatterySOC [%],BatterySOH [%],BatteryMaxSOC [%],BatteryMinSOC [%],BrakePedalActive,BatteryMaxEnergy [kWh],BatteryEnergy_calc [kWh],MotorPower_calc [kW]
0,25.71875,0,0.539554,17825.42,47.289062,1,1427,1497.375,1475.75,450,690,72.125,631,548,70,95,100,8,0,141,98.7,345.788
0.1,25.71875,0,0.498347,17825.42,47.262305,1,1408,1517.293654,1494.560221,450,690,75.019067,631,548,70,95,100,8,0,141,98.7,345.788
0.2,25.71875,0,0.548031,17825.420064,47.144622,1,1424,1512.601476,1489.696084,450,690,76.098066,631,548,70,95,100,8,0,141,98.7,345.788
0.3,25.71875,0,0.501583,17825.422151,47.018526,1,1415,1513.349091,1489.124432,450,690,81.201157,631,548,70,95,100,8,0,141,98.7,345.788
0.4,25.71875,0,0.517853,17825.424239,47.031238,1,1422,1514.901353,1488.779281,450,690,87.112966,631,548,70,95,100,8,0,141,98.7,345.788
0.5,25.71875,0,0.481553,17825.425,47.071371,1,1420,1512.791952,1485.5,450,690,90.570342,631,549,70,95,100,8,0,141,98.7,346.419
0.6,25.71875,0,0.509769,17825.425,47.087744,1,1416,1520.125,1492.25,450,690,91.896952,631,550,70,95,100,8,0,141,98.7,347.05
0.7,25.71875,0,0.479984,17825.425811,47.089062,1,1417,1519.875,1491.5,450,690,93.549661,631,550,70,95,100,8,0,141,98.7,347.05
0.8,25.71875,0,0.51785,17825.429364,47.013197,1,1416,1518.946289,1490.75,450,690,92.923545,631,551,70,95,100,8,0,141,98.7,347.681
0.9,25.71875,0,0.549808,17825.43,46.985983,1,1419,1517.957502,1489.582502,450,690,94.123117,630,552,70,95,100,8,0,141,98.7,347.76
1,25.71875,0,0.482101,17825.431728,47.000987,1,1412,1523.554016,1493.773614,450,690,98.669859,630,553,70,95,100,8,0,141,98.7,348.39
1.1,25.71875,0,0.46973,17825.433812,46.993842,1,1418,1522.553026,1491.803026,450,690,101.572285,630,553,70,95,100,8,0,141,98.7,348.39
1.2,25.71875,0,0.471498,17825.435,46.984449,1,1415,1524.613353,1493.363353,450,690,103.774613,630,554,70,95,100,8,0,141,98.7,349.02
1.3,25.71875,0,0.517974,17825.435,46.957033,1,1411,1525.255149,1493.087624,450,690,106.69701,630,555,70,95,100,8,0,141,98.7,349.65
1.4,25.71875,0,0.529789,17825.435065,46.933023,1,1416,1526.777352,1493.94044,450,690,108.525008,630,555,70,95,100,8,0,141,98.7,349.65
1.5,25.71875,0,0.479984,17825.437149,46.933568,1,1413,1525.54201,1492.04201,450,690,110.272352,630,556,70,95,100,8,0,141,98.7,350.28
1.6,25.71875,0,0.479984,17825.439232,46.955936,1,1414,1532.6433,1498.4116,450,690,113.148751,630,556,70,95,100,8,0,141,98.7,350.28
1.7,25.71875,0,0.498332,17825.44,46.966537,1,1415,1523.667429,1489.292429,450,690,112.950689,630,556,70,95,100,8,0,141,98.7,350.28
1.8,25.71875,0,0.539554,17825.44,46.945096,1,1415,1529.405519,1494.780519,450,690,113.924886,630,557,70,95,100,8,0,141,98.7,350.91
1.9,25.71875,0,0.607868,17825.445,46.89541,1,1406,1531.080125,1496.129659,450,690,115.401893,630,557,70,95,100,8,0,141,98.7,350.91
2,25.71875,0,0.69971,17825.445,46.862637,1,1419,1531.028516,1495.535646,450,690,117.075321,630,558,70,95,100,8,0,141,98.7,351.54
2.1,25.71875,0,0.621273,17825.445,46.893033,1,1413,1525.337505,1489.170459,450,690,119.875959,630,558,70,95,100,8,0,141,98.7,351.54
2.2,25.71875,0,0.617904,17825.446737,46.893955,1,1412,1537.690529,1500.815529,450,690,121.325219,630,558,70,95,100,8,0,141,98.7,351.54
2.3,25.736272,0,0.669925,17825.448816,46.838079,1,1415,1523.796355,1487.421355,450,690,119.850702,630,559,70,95,100,8,0,141,98.7,352.17
2.4,25.762362,0,0.619632,17825.45,46.89803,1,1409,1537.939615,1501.125,450,690,121.578378,630,559,70,95,100,8,0,141,98.7,352.17
2.5,25.78125,0,0.648217,17825.45,46.935896,1,1410,1532.901023,1495.292519,450,690,124,630,559,70,95,100,8,0,141,98.7,352.17
2.6,25.78125,0,0.661952,17825.450074,46.880451,1,1419,1530.47418,1493.004827,450,690,123.125,630,560,70,95,100,8,0,141,98.7,352.8
2.7,25.78125,0,0.67813,17825.452351,46.879994,1,1410,1530.500638,1492.675596,450,690,125.126361,630,560,70,95,100,8,0,141,98.7,352.8
2.8,25.78125,0,0.69971,17825.454628,46.899491,1,1414,1536.261491,1497.264364,450,690,128.226239,630,560,70,95,100,8,0,141,98.7,352.8
2.9,25.78125,0,0.639652,17825.456314,46.8767,1,1413,1531.75,1492.957367,450,690,127.449365,630,561,70,95,100,8,0,141,98.7,353.43
3,25.78125,0,0.67752,17825.458391,46.844968,1,1414,1534.600024,1496.06252,450,690,126.75,630,561,70,95,100,8,0,141,98.7,353.43
